,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
276,12.029787,-2.2713788,1.0419427,1.7874593,-1.1893412,0.5640918,3.0766864,0.9724033,-0.7785474,0.25912073,-0.13216563,1.9193487,2.0561073,0.46645948,-2.6968148,0.30916664,0.4814929,-0.7566671,0.2307282,0.66436243,0.1033835,-0.5358198,0.9348303,0.70889074,0.86403006,1.2098936,1.0688812,-0.29646844,-0.32834077,-0.48456365,0.6354041,-0.28846616,-1.3059448,-0.71848226,-0.30493426,-2.891626,-0.5505377,0.3918891,0.90262073,-0.6522846,-0.971648,2.5587473,0.86873263,0.63609755,-0.67459637,0.6153761,0.15438469,0.77877784,-0.17601329,0.04629487
277,-6.5520263,-4.1312385,-0.97738653,-1.7802083,1.7032567,-0.9066157,0.035136737,1.6855178,1.0168374,0.75958705,-0.4806316,0.10210738,-0.47754496,-0.6581444,0.7018114,1.3944134,-1.0733808,1.503676,0.43354335,0.27194595,-0.53705907,-0.79209673,0.11632061,0.13936982,0.9725275,0.8361282,-0.7641797,1.1318737,0.07959642,0.7257846,-0.24031447,0.035043616,-0.14944476,-0.3656528,-0.1482191,0.23460339,-0.7383587,0.6911665,-0.4130841,0.13055645,-0.25412074,0.45456508,0.9650701,0.54172677,0.6537708,-0.29909107,1.292925,0.37136468,-0.08525854,-0.69759023
278,-8.226223,-3.3585222,-1.8577031,4.5018544,-1.7033683,2.0407271,-1.0766015,-1.7611352,-0.20993787,0.2709463,1.2510456,-0.28974864,0.0554097,0.080336004,0.19727325,-0.012430432,1.210783,-0.115071334,0.094072804,-0.6849309,1.327226,0.15909523,-0.83204454,-0.23468879,-0.85145074,-0.6890806,-0.64208895,0.5783025,-0.0013841721,0.9444482,-0.73240083,0.7176032,0.24499334,0.27825013,0.6650029,-0.41600522,0.44253898,-0.39069265,-0.90410024,-0.17815357,-1.0618937,-0.41102844,0.925064,-0.7755411,0.5029572,-1.005331,-0.023556514,0.5885798,-0.49452317,-1.5655007
279,-5.023437,6.629703,-1.6496501,2.553719,-5.102818,0.44769165,2.9402566,2.8166442,-0.4027018,-0.19133104,-7.5931315,-4.2324495,0.030674089,-1.6360979,-1.7225066,1.6698818,0.20371439,-3.2544234,2.7295792,1.1366447,-2.0431561,1.7029532,-2.908291,1.208154,1.6919084,-0.18727182,0.064944185,-3.569255,-0.7459491,0.33794603,6.9893723,2.022464,-0.56040686,-3.3947783,-4.8825374,1.2620425,2.5438604,-3.0290837,0.2704365,-0.7948272,2.8034384,-0.3158408,1.9012852,3.5809143,3.5801916,-2.2692971,-5.3294096,-0.8727221,-1.5104717,-2.6952887
280,-6.6383715,-4.293351,-0.478334,-0.68408346,-0.94333774,-2.1323533,0.8464044,-0.18487898,0.26116946,0.7035859,-0.404756,-0.5465618,1.2653165,0.26020777,0.5115587,0.44063467,-0.7869443,0.1391586,-0.16345537,0.9214771,-0.49659044,-1.7007196,0.63327336,0.8065339,0.02677497,0.71571916,0.55322886,0.14464825,1.097909,0.81838995,0.059343122,0.49012724,-0.8871461,-1.9459659,-0.42326072,-2.973265,-1.2328032,-0.4925337,0.24268739,0.050289303,-0.790543,0.97215,-0.38673452,-0.85743046,-0.24110389,-0.21900678,0.22955674,-0.9134607,-0.047340993,-0.9384432
281,-8.990271,-2.5871475,1.3896132,-1.2463244,-3.1894522,-3.6221728,2.4532845,0.5811377,0.8721952,1.2019957,-1.3733249,0.13798137,0.93332106,0.52177966,-0.49930677,0.5846086,0.06192977,1.6489217,0.39059913,0.554154,-0.3013367,-0.77451026,-0.41543773,0.24842407,0.3374031,-1.813275,-0.030946149,0.048879784,0.08088758,2.145972,0.053208858,-0.090854645,0.3037783,0.9603902,0.73154056,1.2965997,-0.53777754,-1.2194206,-0.92370385,1.0414957,1.850988,-0.937587,-1.870936,-0.52473134,1.1959062,1.1376194,0.7401777,0.39421803,1.1500175,-0.63476986
282,12.384458,-2.183971,-0.007881717,-0.4203952,1.9194883,1.6068878,0.17760049,-0.74507546,-0.13519369,0.93056834,-0.57591784,-0.09486692,-0.2531424,-0.40073434,2.423814,-0.76669854,1.059769,1.7883228,0.13282585,1.1670216,-2.1154108,-0.010973011,-0.5813401,1.0145816,-0.60570174,-1.5443172,-1.5639553,-0.96253836,0.25888658,-1.1467673,0.20725599,0.31929713,0.8732701,0.45491546,0.18742797,0.96219385,0.34649295,-1.7134204,-0.8783732,-0.9827852,0.4428525,-0.12563376,-0.6638307,-1.7820503,1.5106599,0.10886083,0.7268021,0.9463874,1.3282503,0.2052291
283,-8.125945,-2.4965136,1.9631804,-3.4003043,-1.0863647,-3.1755433,0.27860788,1.2236412,-0.5988289,2.4248197,-1.1062582,1.2673593,-1.1769305,1.624073,0.5888732,0.26611885,-1.1951425,0.52282625,0.6327875,-1.3075417,-0.122054204,0.14154159,2.095938,0.11097371,0.35073563,-0.9526216,-1.1730235,-0.052804377,1.5619034,2.3738687,-0.4203913,1.5060968,-0.059063178,1.3549663,0.066270426,0.63585705,-0.424685,0.64151967,-0.020043086,1.2361633,0.14100002,-0.14310125,1.3305876,0.20915176,0.16987385,0.5560153,1.8250545,1.1366888,-0.87545264,-1.3489318
284,-6.3255143,-0.47400197,1.1108844,-4.479222,1.9782057,-2.4037366,-0.8636794,1.6002852,-0.20049895,1.8241032,0.3445288,0.066714704,0.22907263,-0.8910081,-0.27319306,0.5044856,0.47701946,-0.08560171,0.70703095,-1.2350682,0.3264587,0.24238396,0.54004294,-0.12739243,-1.3317783,-2.189192,0.2554488,-0.12827091,0.11656406,0.44738582,1.4690739,0.14964387,-1.2144754,1.2485936,0.97692436,0.71905,-0.85018736,0.6623844,0.1274376,-0.3373351,0.85094154,-2.3172128,1.9047041,-1.1761345,0.26825607,1.9278452,-0.1144973,-1.5006797,1.3024497,0.25277883
285,-6.166332,-0.14481868,-1.8624002,-0.25684294,-1.8953216,-2.1925602,2.6086566,0.6381941,-1.0241268,-4.0587616,1.6254444,-1.0087439,-1.1830432,-1.3701241,-0.48991576,0.30988652,-1.0420834,-0.50673896,-0.663802,0.8472384,2.2677648,-1.8586295,-1.0392783,1.8099709,0.96641326,-0.12183882,0.41042992,0.07278452,1.7214675,0.2026954,0.19952503,-0.03880922,-1.3266526,-2.0888112,-0.124753796,-0.5633127,3.253266,0.2644446,-0.57185686,-0.5470702,0.8857463,0.09587235,2.4142454,0.22964069,-0.23431058,1.3366799,0.31793097,-0.26766965,1.9001026,-1.6194097
286,7.0681896,1.6692897,-0.76009274,0.4650092,-2.3002796,-1.9944258,-1.3239212,-0.8970508,1.1589912,-0.4055752,0.7393063,-0.0940022,-1.7794875,-0.07086715,0.06090474,1.1048534,-0.291627,-0.19100301,0.46079233,0.37648305,-0.7212176,1.8578393,0.16734591,0.66824293,-0.5415982,-1.0324733,-0.6149645,0.44805712,1.1545743,-0.8545888,0.40543494,0.5274136,0.28839514,-1.2225053,-0.11527718,-0.6374752,-1.5305347,-0.48199666,1.2708308,-0.7241827,0.263988,-0.4776998,0.017472582,-1.8178043,0.020361446,0.6787695,-1.1576508,1.4017274,0.7449087,-0.6850619
287,-6.745095,8.93199,-1.8978449,-2.1114514,1.3738755,-0.532412,7.123351,-4.122222,-0.84902275,0.5736487,2.6895711,0.93897223,0.53905994,-0.71043485,-1.6320709,-0.43054506,-2.2518616,1.1709007,-0.9672891,-0.16074051,-3.069284,-1.383991,-2.4854372,1.2955759,1.0960002,0.0057715806,-2.8176744,8.008829,-3.0720396,-3.6285968,4.1828337,2.2446153,12.1419735,-2.402423,-3.36238,5.154971,-2.4122405,6.293906,5.2168317,0.8109094,-4.5409904,-1.3118832,-1.7125605,-0.56729716,0.65050733,0.1693722,1.1014981,3.639986,-1.32751,-0.6680971
288,-6.639784,-3.6252866,0.6574446,-2.0488122,-1.4839212,-2.1718333,0.2621803,0.10059708,0.7955154,1.2922592,-1.2582079,0.2078032,-0.18796068,0.20440485,0.8538993,-0.87008,-1.5954338,0.07266018,0.1393253,0.3589185,0.3479964,-1.1131649,-0.08030914,-0.15177386,0.28490984,-2.0470357,-0.81709206,0.19790588,0.052756947,0.4969471,-0.19183058,-0.40403527,-1.7148381,0.45210224,0.74695665,0.5119007,-1.1073772,-0.08017461,-0.23608252,0.6234341,1.0376482,1.3535014,0.1486531,-1.0620346,-2.4861257,0.19893144,-1.1830512,-0.81700176,-1.4490608,-0.18666095
289,7.312311,1.1295441,-0.40393052,0.5113286,-0.5617673,-0.08233377,-2.1218128,-0.41473335,0.2899902,0.3021608,-0.27157548,0.1515205,-2.9022412,1.6417396,1.1306859,0.95696765,0.864738,0.19998091,0.5318129,0.4099743,-0.07311473,0.90544456,-0.37982863,-1.0350437,-0.11875665,-1.1644961,-0.21493638,1.9786992,0.083343945,1.622014,2.0252528,1.2576426,1.3957253,-0.30539465,0.552771,-0.93208474,-0.57668597,-0.81837475,0.165238,-1.5996495,-0.54884976,0.2935082,1.3392351,1.4351935,1.978135,0.10138,0.0024124677,1.191486,-0.50535506,0.74084395
290,-8.304663,-4.22194,0.17888094,0.9490838,-2.3020406,-0.026691133,-0.7205578,0.7013291,-0.14148705,2.0025055,-0.9438291,1.0208237,-0.71138394,0.38133046,-0.2962811,0.22053994,0.3637261,0.053019017,-0.13906014,-0.98251545,-1.1071635,0.35794,0.65302676,-0.7241071,-0.4168963,-0.37366152,0.7160223,0.45790845,0.996061,0.020909024,-0.5414351,0.28606805,-0.35213256,1.0840302,2.0357428,1.1564064,-0.6776631,0.27514523,0.674855,-0.82205933,-0.64819354,-0.08464295,0.34019822,-0.43022892,-0.520746,0.7066872,-2.1555688,-1.0229734,0.21564853,0.7813964
291,-11.107743,1.9860948,24.357662,-8.15003,-10.156346,15.098799,-3.8165693,-2.2348802,-2.0786538,-3.4282298,0.70603466,-1.8160081,-1.4512689,1.0480565,1.1188366,-0.2285658,0.54384243,-1.2463992,-2.1355712,-3.3822582,3.6268418,-1.2776166,0.96709555,-1.0102252,-0.6474144,-1.7024308,0.37425825,0.78962576,-0.8017685,-1.8515366,2.932772,-1.0948262,0.95372456,-2.3103738,-0.1871388,0.6433069,-0.9413366,-1.8062993,-1.120284,-0.8509124,-2.3772063,-1.1993861,1.3856803,2.0207896,-0.29957432,-0.6566402,-0.8908547,0.9024322,-0.12928995,-0.7540279
292,11.167863,-0.8037078,-1.1017548,-1.9961011,2.6931963,0.058192678,-4.5049534,-0.2235832,0.61599225,-1.648759,0.63119686,0.9257343,0.08015576,-1.2811999,1.6335851,0.4880088,0.83607274,0.9564293,0.7551955,-1.1135978,-0.111716494,-0.22379464,-0.21209879,-0.2700061,-0.59888697,-1.091079,-0.27821314,-0.95306367,-0.65437883,-0.26622066,0.63016015,1.294722,1.2106552,0.061538722,-0.4671579,0.029077755,-0.06039012,0.44711635,0.06421724,-0.63696426,0.3194774,0.16803361,-0.9538754,0.5749331,-0.6551171,0.24052916,2.4066656,-1.3750477,0.33953688,-0.26159623
293,9.800707,-1.7780361,0.5113598,-1.0858586,0.64981145,0.16811147,-0.846619,0.10855273,-0.21112083,0.6528905,-0.43962148,-0.12655415,-0.7275496,-0.705149,0.5632718,0.55630565,-0.7151484,0.53911716,0.807603,-0.29373208,-0.25948742,1.0691605,0.04292909,0.4207643,-0.7599197,-0.24700658,0.79858536,-0.30299428,0.13945377,-0.07913748,-0.35454774,0.7694793,1.130915,-0.33063644,0.9617525,0.5355855,-0.4548155,-1.9249122,-1.1166643,-0.9560754,-0.55328816,0.027982587,-0.82399076,-1.6611619,-0.50220436,-0.17743373,-0.64189655,0.963877,-0.33498648,-1.094555
294,6.913881,1.1266212,-2.0449936,0.6977818,-1.9203565,-1.712261,-2.645254,-0.6880748,1.2022738,-2.6359138,0.8026797,-0.9469269,0.6757132,0.26200387,-0.7696219,-0.4798173,1.4782811,0.13602506,0.4883875,0.65956783,-0.1530101,-0.32512257,-0.09138672,0.4986754,0.25146186,-0.28036508,-2.0653613,-0.38451567,0.77155584,-0.6391881,-1.4257667,0.044827223,0.9355223,0.96794647,-0.6732602,-1.045957,0.35920474,-0.112339444,0.4217239,-0.93599963,0.043903243,-1.400935,-0.24146858,1.2759191,-1.6914104,1.4337351,-0.56195927,-0.4481501,0.29974058,-1.1530238
295,10.637435,-1.2619506,0.50825304,-0.5646053,-1.0473962,-1.049192,-1.2310015,-0.3942039,0.46616873,-1.2455459,1.4001361,0.6935996,-1.5384318,0.8496323,-0.06640429,-0.5141372,0.9850353,0.31441385,0.8867451,0.31970188,-0.9575686,-0.33206445,-0.093337834,0.045393154,0.038540523,0.029936861,0.5468408,1.2924263,-0.18901655,0.6534728,-0.40310156,0.8694892,-0.51864123,1.2633293,0.33351552,0.656125,2.6616516,1.5151256,-0.092317775,-0.87590015,-0.47753084,0.5421573,-0.08556146,-0.76820874,0.08707084,0.20512983,0.7309464,0.96428293,0.53013253,0.21656466
296,10.937754,-1.927235,0.86011136,-0.67993927,2.0247595,0.104839765,2.221034,-0.4936621,-0.24178766,-0.056853216,-0.27040833,-0.24935812,-0.5333055,0.35740873,0.6551754,1.4533072,-0.01833684,1.2913724,-0.6962385,-1.2974806,0.09988292,-0.38748145,-0.687184,0.115846716,1.5954498,0.62933135,0.86245006,0.26848295,-0.28581727,-1.267203,0.9396972,0.28006953,0.8575395,-0.23479179,0.9717329,-1.251838,-0.35870424,-0.8029305,0.12133148,-0.5418519,1.0364251,0.39717928,-0.8642923,0.025204554,-0.685657,-1.7102216,-0.4610856,1.8631161,2.1905122,0.47189
297,5.745792,0.9804202,-0.74571425,0.48159114,-2.5435903,-1.5919427,-2.7476537,-0.37154275,0.28751603,-0.06714287,-0.36051798,-0.04418798,0.09604637,1.6079268,0.7679991,-1.0750982,2.7609506,1.3123014,-0.96223027,-0.10344393,-1.5669497,-1.3958335,0.3343319,0.6305385,-1.9969084,0.6991569,0.6183395,0.94007266,0.9751746,0.49335134,2.530414,-1.1645205,1.1297519,-2.4016142,1.3397261,-1.6131445,-0.06181387,-0.8475408,-0.29916638,0.07311759,-1.5370624,-0.34359798,-0.6938142,-1.8560109,-2.2812858,-0.23519497,0.2765386,0.9344773,-1.0531592,-0.85424757
298,12.980313,-3.318346,2.4911873,2.5670075,-2.08697,-0.0023057878,8.423591,0.55665636,-3.6413243,2.1851473,-1.0828826,-1.6139427,0.77582866,-1.0888785,1.423791,1.5696496,-1.2127012,0.61892647,1.2081481,-2.216633,3.4809315,-1.3659965,0.76905787,0.44637668,0.120654665,0.5044243,0.79774445,1.3627722,1.7570709,2.3861263,0.7702686,0.748015,-3.0393715,-1.5742557,-0.24184443,-0.4642453,0.55415714,-0.23654908,-0.41229045,-0.055421554,-2.0990782,0.6970873,1.6715733,-0.43271315,0.57108945,0.30800518,0.44762656,1.023697,1.3022767,-0.7124601
299,-7.2383833,-4.6289096,-2.8987687,3.8049834,1.8378743,2.512603,-2.5779622,-0.9819413,-0.6145026,0.43766412,0.6556805,-1.9114598,-0.27663326,0.11567104,1.6051775,-0.18473735,1.3369021,-0.13605715,2.28512,-1.1667691,0.12035339,-0.30585477,-0.5640912,-1.0635626,-0.60572654,0.28221565,-0.5096188,0.33301628,-0.20407858,-0.5332524,1.1235563,0.2371717,0.3785019,-0.3236245,0.550641,0.41908908,0.23676641,-1.0495945,0.72271967,0.19533075,0.27764314,-0.067268446,-0.8669077,-0.024176762,1.2535589,-0.33345097,0.12983131,-0.48385236,2.0485306,-0.38759187
300,-9.699174,-5.0182457,-0.33455935,0.16873819,-0.27025846,-0.7218593,-1.0624164,1.2075882,-0.2638264,0.992033,-2.193327,-0.4385179,-0.5629687,0.7791415,-1.293174,-0.89773315,-0.4553407,0.17674601,0.14357407,-0.1057046,-0.6150274,-0.5755912,0.7794905,-1.0889815,-0.50091296,-0.5535203,-0.53685224,0.20793533,0.07574243,-0.2270256,0.4117271,-0.96725327,0.41718403,0.42964873,1.556735,0.37756625,0.8436868,0.23243017,0.31717607,0.872265,-0.0779615,0.91935945,0.25506362,-0.06859419,-0.48850867,0.41897917,-0.40326312,-0.7533244,0.71866167,0.61044294
301,12.154256,-1.5122457,0.4933866,1.291186,-1.073697,0.4452529,2.0114002,0.45253122,-0.75480485,0.5242367,-0.899899,-0.07879657,-0.8933241,0.0052253255,-0.6079739,0.26136693,-1.1832268,0.20551099,0.68312484,-0.83215326,1.1247495,-0.041603632,-0.40590134,-1.3159115,-1.0347167,0.14753862,0.6154539,1.205057,-0.7096858,0.016464986,-0.5128833,-0.2341706,-1.030926,-0.4100037,0.11092477,-0.6779744,-1.338486,0.9106334,0.8521774,2.0746834,-1.4395514,0.2514415,1.1815814,1.3017213,-1.5293244,-0.63849145,-1.5653042,-1.3748858,-2.2172992,1.6021768
302,8.465896,1.0069561,-0.6565684,-0.9436552,-0.9072774,-1.5542742,-2.1595478,0.5993726,1.6198647,-0.2214428,-0.5216441,-0.8589899,-0.2051519,-2.425916,3.3762758,0.908958,1.0151395,-0.22737871,0.10498071,1.0156859,-1.3231372,-0.5162898,-0.18516605,1.1037035,1.3127695,-0.03518171,-1.0739543,0.5927405,-0.49417666,0.5429455,0.046413552,-1.3524969,0.16151243,1.1860542,0.2699845,-0.06385708,-0.15179463,0.72438943,1.0349308,0.1825879,0.45714808,0.7760525,-0.92130435,-0.033168525,-0.65202075,-0.8332762,0.4901084,0.65598345,-0.15513691,-1.2477117
303,-8.502131,-3.3330176,-2.2651238,3.622461,-0.95771337,1.1275038,0.2608053,-1.5896981,0.6507673,-0.028697701,1.2226287,0.6644961,-1.5350841,-0.0025610696,-0.2831799,0.74608797,1.3767385,0.25469205,0.6082642,0.32141143,-0.68805003,0.70765525,-1.6679728,-0.8096552,-1.5822157,-0.57195,0.73592997,1.3503807,0.05929622,1.9906547,0.99132335,0.52193946,-0.97024864,1.3159161,0.04560384,-0.6812696,0.48324057,-0.04547522,-0.81837577,-0.7156077,0.85373026,1.3186896,-1.5083433,1.5862792,0.44574654,0.14913408,-0.4435142,-1.0796908,-0.8507561,-1.3384042
304,7.525698,-0.3827748,-0.27824095,-3.134501,-0.05251323,-2.960046,-3.8795817,-1.2069683,3.3265831,-1.9634901,-0.32831207,-0.57256985,1.2733688,-0.21427386,1.7760428,0.34413394,-0.39101544,1.0237726,1.0574582,-1.1391556,-0.5957798,-0.086585745,-0.33958358,-0.35409084,0.75430447,-0.17526715,-0.80995935,0.48055086,-0.3380311,0.56770897,0.39152077,1.047565,-1.3228213,0.5557453,-0.18869777,-1.0774642,0.047631435,-0.7102042,1.1542118,-1.4015303,-0.45028895,0.47617605,0.32712716,-0.13039704,-0.69582814,-0.25810024,0.054037914,-0.93880934,-0.44998023,-0.13913396
305,8.862161,-0.8451904,0.12710272,1.3282022,-3.023813,-1.9846759,-0.40725654,-1.6609088,1.9250187,-2.2269638,1.2773813,-1.4306347,2.9009745,-0.39487967,0.54734683,-0.886612,-1.0417289,0.16696867,-0.34449196,0.8218443,-0.8612264,1.1359745,-0.2041222,-0.920321,-1.4187579,-0.55040586,1.4028064,-0.7931464,1.2337372,-0.8224674,0.008342042,0.116580114,-0.0645838,-0.96140534,0.33366555,-0.45350358,-0.24006498,-0.4603524,0.70614594,1.4582419,-0.49697512,-0.59667605,-0.3940523,-0.26290077,-0.8075666,-0.3165768,-1.1544511,-0.9832533,0.5574418,-0.33150655
306,8.450635,0.21692581,-1.358373,0.4141348,-1.6792791,-0.99599785,-2.2266548,-1.390162,1.0220656,-0.3974811,0.11607703,0.049193863,1.2027804,0.17219532,0.02066744,-0.62601256,0.10333431,2.3011904,-0.5444855,-0.88046587,1.0947735,-0.21873505,1.0680012,1.1647484,0.8277388,-1.0280179,0.9001037,-1.2280594,0.78319675,0.6723869,-1.256602,-1.0647202,-0.0108079715,-0.21591194,0.73684055,-0.945252,1.587138,1.090733,0.1795702,-0.025115294,0.44890285,-0.32856652,0.24001104,-0.52723336,-1.9440695,0.61144465,-1.4288483,-1.7031126,0.028496621,1.3894304
307,11.707497,-2.2708843,1.3675884,2.805904,-2.6454182,0.06954101,7.2568097,0.21549651,-3.002005,2.9355528,-1.647201,-1.6179696,0.49002862,-1.9996172,1.5841825,1.4666456,-1.3981793,0.5943949,0.18728818,-2.885777,3.668246,0.95893574,2.7197988,3.074083,0.40642104,-0.49208784,1.4393338,2.2563176,2.091187,2.756472,-0.72064227,-0.41321576,-2.1846023,-2.6687517,0.896537,-1.2007623,0.24934,1.4300137,1.1186824,0.78217983,-2.095408,2.0865269,1.9318035,1.3319954,-1.3366911,0.78445613,-0.57166296,-1.9688352,0.6801035,-1.1601926
308,-4.160118,10.138371,-3.5246434,2.9292002,-2.4628072,2.540211,-2.4394999,1.8555996,-5.3876543,4.324967,0.05091252,-0.12440124,1.3651816,-0.5725914,-1.1250657,-0.39815733,0.23365822,-7.1041293,-1.5638909,1.1057702,-0.80095273,-4.351773,2.2260425,-0.20163932,-4.9324584,-2.7546601,-0.45046195,1.1260467,0.057920065,0.47472858,3.4585452,1.6681557,0.90324,0.038016826,3.3050652,-0.8542689,-0.0855887,-1.5523027,-5.6115417,-4.132457,-0.19986582,-3.0027893,6.287976,0.60664666,0.7666525,-1.2932323,4.0681796,1.445409,-4.128491,1.4145364
309,10.929915,-0.8863808,0.5663637,2.6799035,-3.2640269,-1.2794164,2.0830462,0.89668334,0.28635153,1.1598184,0.12733875,0.6131092,-0.88532454,0.008359155,-0.41282618,-1.0556971,1.2970556,0.6295824,-0.69443125,0.4436243,-0.9448091,-0.26967746,0.15753531,0.9710041,0.77200323,-0.7339303,-1.1609639,-0.15156598,0.78387725,0.28437024,0.85195994,1.5889757,-0.2651616,2.0019462,0.2832663,-0.48952243,-1.7610079,0.48092166,-0.6542939,0.37088412,-0.08667559,-1.7744408,-1.7569953,0.47160545,-0.16562578,-0.58604485,-0.43621078,1.2550355,0.25583,-0.38834485
310,-7.587519,-3.4123895,-1.797344,1.3443807,0.1514484,-0.5812156,0.8272067,0.13525555,0.10233173,-2.3870523,0.736945,1.1088743,-2.2438555,-0.7144813,0.22118816,0.69343543,1.1960747,-0.083553195,0.40627673,0.33726126,0.06537181,-0.86156714,-0.7300553,-0.82348454,0.4896377,-0.54883736,0.35385695,1.5762632,-1.2344207,1.7852951,1.1866583,0.18578358,-0.6269371,-0.54423124,0.9448987,1.0297668,-0.06810375,-1.6387777,-0.122863345,0.8648984,1.1417347,1.6093429,-0.86827606,-0.8412744,-0.67727154,0.38350084,-1.7225906,-0.19304374,-0.99328816,-0.8004712
311,-4.102898,7.1481495,-1.746604,-1.5341028,2.0341644,-0.43389738,3.7368739,-5.6874533,1.7071546,0.008986795,0.2893633,0.87506163,-0.39120358,1.6044492,2.1421294,-0.8958413,-4.394973,2.9019253,2.9495225,0.033946857,-1.1568081,-1.4198066,1.4921958,-1.6865492,-4.0320177,1.921439,2.7235806,0.5268276,-2.7223723,-1.080592,-2.0586693,0.8852185,-0.12355028,-0.4555465,-1.2068027,-1.7460697,1.0499569,-0.9356105,-1.0591013,-3.7912219,2.8829677,-0.20422785,-0.9965657,2.325632,-0.31238994,-0.9026649,-1.994583,-1.1482437,3.0250413,-4.3081307
312,8.559374,-0.58914465,0.37411287,2.1012712,-1.0000793,-0.44524732,0.4596291,0.86279976,-0.55649036,0.14532891,0.21551964,0.47383127,-1.4926642,0.15144913,-1.6549296,-0.50601816,0.76306844,-0.09953854,0.46396956,0.10408742,-0.19486791,0.6257981,-1.7159414,-0.43300003,-0.877426,0.12527168,-0.2742389,0.22061294,-0.35111535,1.986018,0.6066376,-0.335598,0.77434075,0.5251766,-0.69113404,-0.55098224,0.0011567738,0.4637239,-0.68038803,1.6550138,-0.4743644,2.3568804,-0.44956085,0.20201926,0.6104567,2.0556526,0.3559972,0.94998235,-1.2274418,-1.177601
313,-6.7750607,-3.2837625,-0.20422462,0.16736677,-1.2675729,-2.3962734,-0.51444113,0.10901247,0.06954321,1.8261726,-0.23480451,-0.79495627,0.5009036,0.26436174,0.9309509,0.4961139,0.30150816,-0.99000645,-1.2816058,-0.3584211,0.21758401,-1.6309508,-1.2919517,0.24857235,-0.60092986,-0.65170103,-1.0015934,0.9391604,0.52022463,-0.9054418,0.12663974,1.0901351,1.0060493,-0.2337646,1.8063781,0.26554233,-0.21513522,0.100190796,-0.5144156,-1.6698837,0.14084144,1.3624547,-1.0131371,0.4163997,-0.5946662,-0.025180813,-0.3395491,1.4871598,-0.29152676,0.09925939
314,-0.26393136,4.202084,-2.2303655,-0.21204053,-4.389165,-3.1135867,-1.0661385,-0.6044412,-0.07152424,-0.3422009,0.46361592,0.83754104,-0.57714933,0.35717386,-1.0685475,-0.060872123,-2.0000737,-0.41422296,-0.1831392,-1.3799077,0.971579,-1.2569534,1.8782934,-0.43473423,-1.3351488,1.1225988e-05,0.8165654,1.0124338,0.7685158,2.0217805,0.020342285,-0.069328606,-1.2363476,-0.13145128,2.716252,-2.0248659,-1.6406791,0.9004428,-1.7610893,0.26094103,-0.97866166,0.89877707,1.009931,-1.4616657,0.50029886,0.1725914,-0.17972165,1.534682,-0.37311518,0.6379372
315,-2.947171,6.450769,-1.5256674,-3.6368425,5.478311,0.52817833,0.9841506,-1.8780321,0.25715366,-1.6875573,-0.37486252,-3.4034681,3.3760285,-2.573013,3.9808147,0.9340596,0.46426675,-0.60518235,0.89100283,0.112363726,-0.29929256,-1.2908808,-2.0149078,-0.083223015,3.922804,0.7767136,1.2021402,-0.4360055,-1.4799855,-1.7000718,-2.528195,-1.0991856,-1.5463537,2.27205,-2.468312,-2.964079,5.745333,-1.6963098,-1.1166936,4.1267457,-1.4967309,0.37846392,3.4008448,-4.3550086,-1.4779558,-3.3863597,-0.65565896,4.8831096,1.0995158,-2.8426924
316,15.367832,-2.3791893,1.1541822,-0.29899368,3.6404598,3.202902,2.3220477,1.1597925,-2.525974,1.6729213,-0.33688486,-0.98714644,0.8161469,-0.749841,0.5323233,0.74552107,0.70497847,-1.0301331,-0.2405362,-0.5577844,-0.81957364,-1.7538159,-0.17355144,-0.8215698,-0.29542762,1.0767448,-0.73981965,0.71118927,0.44361243,-0.4729638,0.5455401,0.2043206,0.1460648,0.923442,0.5150719,1.1308001,0.46469554,-1.0341431,-0.26217782,-1.0931689,-1.0297781,-0.64200723,-0.4610372,0.12112548,0.2734654,-0.42058998,-0.8481276,0.30720326,-0.3296218,0.47892842
317,10.829615,-0.82074404,0.09563269,2.820885,-2.7266083,-0.30845445,0.0075524985,-0.6900026,0.49104935,-0.5789869,0.09572613,1.6262901,-0.16305763,1.1635908,-0.46385673,-0.40476775,0.12002742,-0.4998135,0.060562145,0.93960184,-1.207142,-1.6680298,-0.86156267,0.26895803,-0.3220092,-0.5409725,0.3782404,1.3730513,-1.2357606,-1.4957708,1.3656611,-0.81092983,-0.9744833,-1.0732985,-1.5339766,0.39180988,-0.9406438,0.20827284,-1.0800376,-0.1040099,1.2835741,-0.39495406,0.12667966,-0.6637999,-1.5814432,0.028704282,0.16818629,-1.1174244,1.6520702,1.9083463
